Employee No.,Gender,Education,Education Field,Job Role,Department,Age group,Work Location,Attrition,Attrition Date,Attrition Label,Dynamic Date,Age,Attrition,Avg. Satisfaction Score,Employee Count,Environment Satisfaction,Attrition Count,Job Involvement,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Placeholder,Relationship Satisfaction,Work Life Balance
E_1029,Male,Associates Degree,Marketing,Manager,Sales,35-44,Pune,No,,Current Employees,,42,0,3.2,1,4,,3,3,18303,13,3,0,2,4
E_1030,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,45-55,Mumbai,No,,Current Employees,,50,0,2.6,1,1,,3,4,2380,18,3,0,2,3
E_1032,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,> 55,Delhi,No,,Current Employees,,59,0,2.6,1,3,,2,4,13726,13,3,0,1,3
E_1033,Female,Associates Degree,Medical,Healthcare Representative,R & D,35-44,Banglore,Yes,2/25/2022,Attrited Employees,2/1/2022,37,1,1.2,1,1,1,1,2,4777,15,3,0,1,1
E_1034,Male,Master's Degree,Medical,Healthcare Representative,R & D,45-55,Hydrabad,No,,Current Employees,,55,0,3,1,3,,3,2,6385,14,3,0,4,3
E_1035,Female,High School,Life Sciences,Research Director,R & D,35-44,Noida,No,,Current Employees,,41,0,2.2,1,2,,1,3,19973,22,4,0,2,3
E_1036,Male,Master's Degree,Life Sciences,Sales Executive,Sales,35-44,Pune,No,,Current Employees,,38,0,3,1,2,,3,4,6861,12,3,0,3,3
E_1037,Male,Associates Degree,Medical,Sales Executive,Sales,25-34,Mumbai,Yes,10/25/2021,Attrited Employees,10/1/2021,26,1,2.2,1,2,1,1,1,4969,18,3,0,4,3
E_1038,Female,High School,Marketing,Manager,Sales,45-55,Delhi,Yes,4/25/2022,Attrited Employees,4/1/2022,52,1,2.6,1,1,1,1,4,19845,15,3,0,4,3
E_1039,Female,Bachelor's Degree,Medical,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,44,0,3.6,1,4,,4,4,13320,18,3,0,3,3
E_1040,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,45-55,Hydrabad,No,,Current Employees,,50,0,2.8,1,4,,3,3,6347,12,3,0,1,3
E_1042,Female,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Noida,Yes,10/17/2021,Attrited Employees,10/1/2021,36,1,2.8,1,3,1,4,1,2743,16,3,0,3,3
E_1043,Female,Bachelor's Degree,Medical,Manufacturing Director,R & D,35-44,Pune,No,,Current Employees,,39,0,2.8,1,4,,3,1,10880,13,3,0,3,3
E_1044,Female,High School,Life Sciences,Sales Representative,Sales,25-34,Mumbai,No,,Current Employees,,33,0,2.8,1,2,,2,4,2342,19,3,0,4,2
E_1045,Female,Associates Degree,Life Sciences,Manager,Sales,45-55,Delhi,No,,Current Employees,,45,0,3.4,1,4,,3,4,17650,13,3,0,2,4
E_1046,Female,Master's Degree,Medical,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,32,0,3,1,4,,3,3,4025,12,3,0,2,3
E_1047,Male,Master's Degree,Marketing,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,34,0,3.2,1,2,,4,4,9725,11,3,0,4,2
E_1048,Male,Associates Degree,Technical Degree,Manager,Sales,> 55,Noida,No,,Current Employees,,59,0,2.6,1,2,,3,4,11904,14,3,0,3,1
E_1049,Male,Master's Degree,Medical,Human Resources,HR,45-55,Pune,No,,Current Employees,,45,0,2.2,1,2,,3,2,2177,16,3,0,1,3
E_1050,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,53,0,2.2,1,3,,2,2,7525,12,3,0,1,3
E_1052,Male,Bachelor's Degree,Other,Laboratory Technician,R & D,35-44,Delhi,Yes,2/27/2022,Attrited Employees,2/1/2022,36,1,2.2,1,1,1,3,3,4834,14,3,0,2,2
E_1053,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,Yes,4/13/2022,Attrited Employees,4/1/2022,26,1,2,1,1,1,3,1,2042,14,3,0,2,3
E_1055,Female,Master's Degree,Life Sciences,Sales Representative,Sales,25-34,Hydrabad,No,,Current Employees,,34,0,3.2,1,3,,3,3,2220,19,3,0,4,3
E_1056,Male,High School,Medical,Sales Representative,Sales,25-34,Noida,No,,Current Employees,,28,0,2.8,1,4,,3,2,1052,22,4,0,2,3
E_1060,Male,Master's Degree,Other,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,38,0,2.6,1,3,,3,3,2821,16,3,0,1,3
E_1061,Male,Master's Degree,Medical,Research Director,R & D,45-55,Mumbai,No,,Current Employees,,50,0,2.8,1,2,,3,3,19237,11,3,0,4,2
E_1062,Female,Bachelor's Degree,Other,Healthcare Representative,R & D,35-44,Delhi,No,,Current Employees,,37,0,2.4,1,4,,3,2,4107,15,3,0,1,2
E_1066,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,40,0,2.2,1,3,,3,1,8396,14,3,0,2,2
E_1068,Female,High School,Medical,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,26,0,2.4,1,1,,2,3,2007,13,3,0,3,3
E_1069,Male,Master's Degree,Medical,Research Director,R & D,45-55,Banglore,No,,Current Employees,,46,0,3.6,1,4,,3,4,19627,17,3,0,4,3
E_1070,Female,Master's Degree,Life Sciences,Sales Executive,Sales,45-55,Banglore,No,,Current Employees,,54,0,2.6,1,3,,2,3,10686,11,3,0,2,3
E_1071,Female,Bachelor's Degree,Medical,Research Scientist,R & D,> 55,Banglore,No,,Current Employees,,56,0,2.4,1,1,,3,3,2942,19,3,0,2,3
E_1073,Female,Doctoral Degree,Medical,Manufacturing Director,R & D,35-44,Delhi,No,,Current Employees,,36,0,2.8,1,4,,2,4,8858,11,3,0,2,2
E_1074,Male,High School,Medical,Manager,R & D,45-55,Banglore,No,,Current Employees,,55,0,2.4,1,3,,2,1,16756,15,3,0,2,4
E_1076,Male,Bachelor's Degree,Medical,Sales Executive,Sales,35-44,Hydrabad,No,,Current Employees,,43,0,3,1,3,,2,4,10798,13,3,0,3,3
E_1077,Female,Bachelor's Degree,Marketing,Sales Representative,Sales,< 25,Mumbai,Yes,2/17/2022,Attrited Employees,2/1/2022,20,1,3.2,1,4,1,3,4,2323,14,3,0,2,3
E_1079,Female,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,< 25,Mumbai,Yes,1/3/2022,Attrited Employees,1/1/2022,21,1,1.8,1,3,1,2,1,1416,13,3,0,1,2
E_1080,Female,Master's Degree,Life Sciences,Research Scientist,R & D,45-55,Mumbai,No,,Current Employees,,46,0,2.2,1,4,,2,1,4615,23,4,0,1,3
E_1081,Male,Master's Degree,Life Sciences,Research Scientist,R & D,45-55,Mumbai,Yes,3/22/2022,Attrited Employees,3/1/2022,51,1,2.8,1,1,1,3,3,2461,12,3,0,3,4
E_1082,Male,Associates Degree,Technical Degree,Healthcare Representative,R & D,25-34,Banglore,Yes,11/10/2021,Attrited Employees,11/1/2021,28,1,1.6,1,2,1,2,1,8722,12,3,0,1,2
E_1083,Male,Associates Degree,Medical,Laboratory Technician,R & D,25-34,Hydrabad,No,,Current Employees,,26,0,1.6,1,1,,2,1,3955,16,3,0,1,3
E_1084,Male,Bachelor's Degree,Other,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,30,0,2.4,1,3,,3,1,9957,15,3,0,3,2
E_1085,Female,Associates Degree,Technical Degree,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,41,0,3,1,2,,4,3,3376,13,3,0,3,3
E_1088,Female,High School,Life Sciences,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,38,0,2.2,1,3,,2,3,8823,18,3,0,1,2
E_1092,Male,Master's Degree,Technical Degree,Healthcare Representative,R & D,35-44,Delhi,No,,Current Employees,,40,0,3,1,1,,3,4,10322,20,4,0,4,3
E_1094,Male,Doctoral Degree,Life Sciences,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,27,0,2.4,1,1,,1,3,4621,19,3,0,4,3
E_1096,Male,High School,Life Sciences,Manufacturing Director,R & D,45-55,Hydrabad,No,,Current Employees,,55,0,2.8,1,4,,3,2,10976,18,3,0,2,3
E_1097,Female,Bachelor's Degree,Other,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,28,0,3.4,1,3,,3,3,3660,13,3,0,4,4
E_1098,Male,Associates Degree,Medical,Human Resources,HR,35-44,Pune,Yes,5/6/2022,Attrited Employees,5/1/2022,44,1,2.4,1,2,1,2,1,10482,14,3,0,4,3
E_1099,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,25-34,Mumbai,No,,Current Employees,,33,0,3.2,1,4,,2,4,7119,15,3,0,3,3
E_1100,Male,Bachelor's Degree,Technical Degree,Sales Executive,Sales,35-44,Delhi,Yes,3/10/2022,Attrited Employees,3/1/2022,35,1,2.4,1,4,1,3,1,9582,22,4,0,1,3
E_1101,Female,Master's Degree,Medical,Research Scientist,R & D,25-34,Banglore,Yes,10/18/2021,Attrited Employees,10/1/2021,33,1,2.2,1,1,1,2,3,4508,22,4,0,2,3
E_1102,Male,Associates Degree,Life Sciences,Laboratory Technician,R & D,25-34,Hydrabad,No,,Current Employees,,28,0,2.6,1,1,,3,3,2207,16,3,0,4,2
E_1103,Male,High School,Life Sciences,Healthcare Representative,R & D,25-34,Noida,No,,Current Employees,,34,0,2.6,1,1,,3,4,7756,17,3,0,3,2
E_1105,Female,Master's Degree,Life Sciences,Sales Executive,Sales,35-44,Pune,No,,Current Employees,,37,0,3.2,1,4,,2,4,6694,14,3,0,3,3
E_1106,Male,High School,Technical Degree,Laboratory Technician,R & D,25-34,Mumbai,Yes,3/10/2022,Attrited Employees,3/1/2022,25,1,3.4,1,4,1,3,4,3691,15,3,0,2,4
E_1107,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Delhi,Yes,12/17/2021,Attrited Employees,12/1/2021,26,1,2.4,1,1,1,3,3,2377,20,4,0,3,2
E_1108,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Banglore,Yes,11/19/2021,Attrited Employees,11/1/2021,33,1,2,1,1,1,2,2,2313,20,4,0,2,3
E_1109,Male,Associates Degree,Medical,Manager,R & D,35-44,Hydrabad,No,,Current Employees,,42,0,3,1,4,,3,1,17665,17,3,0,4,3
E_1111,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Noida,Yes,5/2/2022,Attrited Employees,5/1/2022,28,1,1.8,1,1,1,2,2,2596,15,3,0,1,3
E_1113,Male,Master's Degree,Other,Sales Executive,Sales,45-55,Pune,Yes,5/4/2022,Attrited Employees,5/1/2022,50,1,3.4,1,4,1,3,3,4728,14,3,0,4,3
E_1114,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,33,0,3,1,4,,3,2,4302,17,3,0,3,3
E_1115,Male,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,34,0,3.2,1,3,,2,4,2979,17,3,0,4,3
E_1116,Male,Master's Degree,Medical,Manager,R & D,45-55,Banglore,No,,Current Employees,,48,0,2.8,1,1,,4,4,16885,22,4,0,3,2
E_1117,Female,Master's Degree,Life Sciences,Sales Executive,Sales,45-55,Hydrabad,No,,Current Employees,,45,0,2.8,1,2,,2,3,5593,13,3,0,4,3
E_1118,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,45-55,Noida,No,,Current Employees,,52,0,2.8,1,2,,3,2,10445,19,3,0,4,3
E_1119,Male,Master's Degree,Marketing,Sales Executive,Sales,35-44,Pune,No,,Current Employees,,38,0,2.6,1,3,,2,3,8740,14,3,0,2,3
E_1120,Female,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Mumbai,No,,Current Employees,,29,0,2.8,1,3,,3,4,2514,22,4,0,1,3
E_1121,Female,Bachelor's Degree,Medical,Manufacturing Director,R & D,25-34,Delhi,No,,Current Employees,,28,0,2.6,1,4,,3,2,7655,17,3,0,2,2
E_1124,Male,High School,Marketing,Manager,Sales,45-55,Banglore,No,,Current Employees,,46,0,2.8,1,1,,3,3,17465,12,3,0,4,3
E_1125,Male,Associates Degree,Marketing,Sales Executive,Sales,35-44,Hydrabad,No,,Current Employees,,38,0,3,1,4,,3,2,7351,16,3,0,3,3
E_1126,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Noida,No,,Current Employees,,43,0,2.6,1,3,,3,1,10820,11,3,0,3,3
E_1127,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Pune,Yes,4/13/2022,Attrited Employees,4/1/2022,39,1,3,1,1,1,3,4,12169,11,3,0,4,3
E_1128,Male,Bachelor's Degree,Medical,Research Director,R & D,35-44,Mumbai,No,,Current Employees,,40,0,2.6,1,3,,2,3,19626,14,3,0,1,4
E_1131,Female,High School,Technical Degree,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,21,0,3,1,4,,2,2,2070,11,3,0,3,4
E_1132,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,39,0,2.6,1,3,,3,2,6782,15,3,0,3,2
E_1133,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,36,0,2.4,1,1,,3,4,7779,20,4,0,1,3
E_1135,Male,Bachelor's Degree,Life Sciences,Sales Representative,Sales,25-34,Banglore,No,,Current Employees,,31,0,3,1,3,,4,4,2791,12,3,0,1,3
E_1136,Male,High School,Life Sciences,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,28,0,1.4,1,1,,2,2,3201,17,3,0,1,1
E_1137,Male,Associates Degree,Marketing,Sales Executive,Sales,35-44,Mumbai,No,,Current Employees,,35,0,3.6,1,4,,3,4,4968,11,3,0,4,3
E_1138,Male,Master's Degree,Technical Degree,Sales Executive,Sales,45-55,Delhi,No,,Current Employees,,49,0,2.6,1,4,,2,2,13120,17,3,0,2,3
E_1140,Male,Associates Degree,Life Sciences,Manufacturing Director,R & D,25-34,Banglore,No,,Current Employees,,34,0,3.2,1,4,,3,3,4033,11,3,0,4,2
E_1143,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,29,0,3,1,4,,3,2,3291,14,3,0,4,2
E_1148,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Noida,No,,Current Employees,,42,0,2.2,1,2,,1,4,4272,19,3,0,1,3
E_1150,Male,High School,Medical,Manufacturing Director,R & D,25-34,Pune,No,,Current Employees,,29,0,2.6,1,2,,2,4,5056,15,3,0,3,2
E_1152,Male,Bachelor's Degree,Human Resources,Human Resources,HR,35-44,Mumbai,No,,Current Employees,,38,0,3.6,1,3,,4,3,2844,13,3,0,4,4
E_1154,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,28,0,3,1,3,,2,3,2703,14,3,0,4,3
E_1156,Male,High School,Medical,Laboratory Technician,R & D,< 25,Banglore,Yes,3/21/2022,Attrited Employees,3/1/2022,18,1,3.2,1,3,1,3,3,1904,12,3,0,4,3
E_1157,Female,Master's Degree,Marketing,Sales Executive,Sales,25-34,Hydrabad,Yes,2/21/2022,Attrited Employees,2/1/2022,33,1,1.8,1,1,1,3,1,8224,17,3,0,1,3
E_1158,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Noida,No,,Current Employees,,41,0,2.6,1,2,,3,4,4766,11,3,0,1,3
E_1160,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Pune,Yes,1/24/2022,Attrited Employees,1/1/2022,31,1,2.8,1,3,1,3,3,2610,12,3,0,3,2
E_1161,Female,Associates Degree,Medical,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,37,0,3,1,3,,2,4,5731,13,3,0,3,3
E_1162,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,27,0,3,1,4,,2,3,2539,13,3,0,3,3
E_1163,Female,High School,Life Sciences,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,34,0,2.2,1,2,,3,3,5714,20,4,0,1,2
E_1164,Male,Master's Degree,Technical Degree,Human Resources,HR,35-44,Hydrabad,No,,Current Employees,,35,0,2.4,1,3,,3,3,4323,17,3,0,2,1
E_1165,Female,High School,Life Sciences,Sales Executive,Sales,25-34,Noida,Yes,7/18/2021,Attrited Employees,7/1/2021,29,1,1.8,1,4,1,2,1,7336,13,3,0,1,1
E_1166,Female,Master's Degree,Medical,Research Director,R & D,35-44,Pune,No,,Current Employees,,40,0,2.6,1,2,,3,3,13499,17,3,0,3,2
E_1167,Male,Bachelor's Degree,Life Sciences,Sales Executive,Sales,35-44,Mumbai,Yes,12/4/2021,Attrited Employees,12/1/2021,42,1,2.2,1,3,1,3,1,13758,12,3,0,2,2
E_1171,Male,Master's Degree,Marketing,Sales Executive,Sales,35-44,Delhi,No,,Current Employees,,42,0,2.8,1,2,,3,1,5155,13,3,0,4,4
E_1172,Male,Master's Degree,Medical,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,35,0,2.8,1,4,,2,3,2258,12,3,0,2,3
E_1173,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,< 25,Hydrabad,No,,Current Employees,,24,0,3.2,1,4,,3,2,3597,22,4,0,4,3
E_1175,Female,High School,Life Sciences,Laboratory Technician,R & D,25-34,Noida,Yes,12/8/2021,Attrited Employees,12/1/2021,28,1,3.2,1,3,1,3,4,2515,11,3,0,4,2
E_1177,Male,Master's Degree,Medical,Laboratory Technician,R & D,25-34,Pune,No,,Current Employees,,26,0,2.8,1,1,,4,4,4420,22,4,0,2,3
E_1179,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,30,0,2.4,1,3,,2,3,6578,18,3,0,1,3
E_1180,Female,Associates Degree,Medical,Research Scientist,R & D,35-44,Delhi,No,,Current Employees,,40,0,2.8,1,3,,2,4,4422,13,3,0,4,1
E_1182,Male,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,35,0,2.6,1,3,,2,2,10274,18,3,0,2,4
E_1184,Male,Bachelor's Degree,Medical,Healthcare Representative,R & D,25-34,Hydrabad,No,,Current Employees,,34,0,2.6,1,4,,2,1,5343,20,4,0,3,3
E_1185,Male,Master's Degree,Other,Laboratory Technician,R & D,35-44,Noida,No,,Current Employees,,35,0,3.2,1,4,,2,4,2376,13,3,0,2,4
E_1188,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Pune,Yes,2/21/2022,Attrited Employees,2/1/2022,43,1,1.8,1,1,1,1,3,5346,13,3,0,2,2
E_1190,Female,High School,Life Sciences,Sales Representative,Sales,25-34,Mumbai,No,,Current Employees,,32,0,2.6,1,3,,3,1,2827,12,3,0,3,3
E_1191,Female,Master's Degree,Technical Degree,Manager,R & D,> 55,Delhi,No,,Current Employees,,56,0,3,1,4,,3,1,19943,13,3,0,4,3
E_1192,Female,High School,Medical,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,29,0,2.6,1,2,,3,4,3131,13,3,0,1,3
E_1193,Male,Associates Degree,Life Sciences,Research Scientist,R & D,< 25,Hydrabad,No,,Current Employees,,19,0,2.6,1,3,,3,1,2552,25,4,0,3,3
E_1195,Female,Bachelor's Degree,Medical,Research Scientist,R & D,45-55,Noida,No,,Current Employees,,45,0,2.4,1,1,,3,3,4477,19,3,0,3,2
E_1196,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Pune,No,,Current Employees,,37,0,2.8,1,4,,2,4,6474,13,3,0,2,2
E_1198,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,< 25,Mumbai,No,,Current Employees,,20,0,1.8,1,1,,2,3,3033,12,3,0,1,2
E_1200,Male,Master's Degree,Life Sciences,Research Scientist,R & D,35-44,Delhi,Yes,1/3/2022,Attrited Employees,1/1/2022,44,1,3,1,3,1,3,3,2936,11,3,0,3,3
E_1201,Female,Associates Degree,Medical,Manager,R & D,45-55,Banglore,No,,Current Employees,,53,0,3,1,4,,3,3,18606,18,3,0,2,3
E_1202,Female,High School,Life Sciences,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,29,0,2,1,2,,1,4,2168,18,3,0,1,2
E_1203,Male,Master's Degree,Life Sciences,Research Scientist,R & D,< 25,Noida,Yes,3/31/2022,Attrited Employees,3/1/2022,22,1,2.8,1,3,1,2,4,2853,11,3,0,2,3
E_1204,Female,Bachelor's Degree,Marketing,Manager,Sales,45-55,Pune,No,,Current Employees,,46,0,2.2,1,3,,3,1,17048,23,4,0,1,3
E_1206,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,35-44,Mumbai,No,,Current Employees,,44,0,3,1,4,,1,3,2290,13,3,0,4,3
E_1207,Male,Bachelor's Degree,Human Resources,Human Resources,HR,25-34,Delhi,No,,Current Employees,,33,0,3,1,2,,3,3,3600,13,3,0,4,3
E_1210,Male,Associates Degree,Life Sciences,Research Scientist,R & D,35-44,Banglore,Yes,3/12/2022,Attrited Employees,3/1/2022,41,1,1.2,1,1,1,2,1,2107,17,3,0,1,1
E_1211,Male,Master's Degree,Life Sciences,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,30,0,2.6,1,3,,3,1,4115,19,3,0,3,3
E_1212,Male,Master's Degree,Medical,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,40,0,2.8,1,2,,3,2,4327,12,3,0,4,3
E_1215,Female,Bachelor's Degree,Medical,Manager,R & D,45-55,Banglore,No,,Current Employees,,50,0,2.8,1,4,,3,1,17856,22,4,0,3,3
E_1216,Male,Master's Degree,Medical,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,28,0,2.6,1,4,,2,1,3196,12,3,0,3,3
E_1217,Male,Associates Degree,Life Sciences,Research Director,R & D,45-55,Banglore,No,,Current Employees,,46,0,2.6,1,4,,3,2,19081,11,3,0,1,3
E_1218,Male,Master's Degree,Life Sciences,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,35,0,2.8,1,3,,3,1,8966,15,3,0,4,3
E_1219,Female,Associates Degree,Life Sciences,Laboratory Technician,R & D,< 25,Hydrabad,Yes,10/4/2021,Attrited Employees,10/1/2021,24,1,2.2,1,4,1,3,2,2210,13,3,0,1,1
E_1220,Female,Bachelor's Degree,Medical,Sales Executive,Sales,25-34,Noida,No,,Current Employees,,33,0,2.2,1,2,,3,3,4539,12,3,0,1,2
E_1221,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,36,0,2.6,1,3,,1,3,2741,14,3,0,3,3
E_1224,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,30,0,2.4,1,3,,3,3,3491,13,3,0,1,2
E_1225,Male,Master's Degree,Other,Research Scientist,R & D,35-44,Delhi,No,,Current Employees,,44,0,3.2,1,4,,3,4,4541,25,4,0,2,3
E_1226,Male,Bachelor's Degree,Marketing,Sales Representative,Sales,< 25,Banglore,No,,Current Employees,,20,0,3.6,1,3,,4,4,2678,17,3,0,4,3
E_1228,Male,Master's Degree,Technical Degree,Manufacturing Director,R & D,45-55,Hydrabad,No,,Current Employees,,46,0,3.2,1,4,,3,4,7379,11,3,0,3,2
E_1231,Male,Doctoral Degree,Medical,Human Resources,HR,35-44,Noida,No,,Current Employees,,42,0,2.8,1,4,,4,1,6272,16,3,0,1,4
E_1233,Male,Master's Degree,Marketing,Sales Executive,Sales,> 55,Pune,No,,Current Employees,,60,0,3,1,2,,4,4,5220,18,3,0,2,3
E_1234,Female,Bachelor's Degree,Other,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,32,0,2.6,1,3,,2,2,2743,20,4,0,3,3
E_1235,Female,Associates Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,32,0,3.4,1,4,,3,3,4998,14,3,0,4,3
E_1237,Female,Bachelor's Degree,Technical Degree,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,36,0,2.2,1,3,,1,1,10252,21,4,0,3,3
E_1238,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,33,0,2.6,1,1,,3,4,2781,13,3,0,2,3
E_1239,Female,Bachelor's Degree,Technical Degree,Sales Executive,Sales,35-44,Noida,No,,Current Employees,,40,0,2.4,1,2,,2,2,6852,12,3,0,2,4
E_1240,Male,Master's Degree,Life Sciences,Sales Executive,Sales,25-34,Pune,No,,Current Employees,,25,0,3,1,3,,3,4,4950,14,3,0,2,3
E_1241,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Mumbai,No,,Current Employees,,30,0,2.6,1,4,,3,2,3579,21,4,0,1,3
E_1242,Female,Doctoral Degree,Medical,Research Director,R & D,35-44,Delhi,No,,Current Employees,,42,0,2.2,1,1,,3,1,13191,17,3,0,3,3
E_1243,Female,Associates Degree,Marketing,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,35,0,2.6,1,3,,2,4,10377,11,3,0,2,2
E_1244,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,27,0,2.2,1,1,,3,1,2235,14,3,0,4,2
E_1245,Female,Master's Degree,Life Sciences,Manufacturing Director,R & D,45-55,Noida,No,,Current Employees,,54,0,2.4,1,4,,3,3,10502,17,3,0,1,1
E_1246,Female,High School,Life Sciences,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,44,0,3.2,1,1,,4,4,2011,13,3,0,4,3
E_1248,Female,Bachelor's Degree,Medical,Research Scientist,R & D,< 25,Mumbai,Yes,3/7/2022,Attrited Employees,3/1/2022,19,1,2.2,1,1,1,2,2,1859,25,4,0,2,4
E_1249,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,29,0,2.4,1,1,,3,4,3760,15,3,0,1,3
E_1250,Male,Bachelor's Degree,Life Sciences,Research Director,R & D,45-55,Banglore,No,,Current Employees,,54,0,3,1,4,,3,4,17779,14,3,0,1,3
E_1251,Male,Associates Degree,Medical,Healthcare Representative,R & D,25-34,Hydrabad,No,,Current Employees,,31,0,2.6,1,3,,3,1,6833,12,3,0,4,2
E_1252,Female,Bachelor's Degree,Medical,Healthcare Representative,R & D,25-34,Noida,No,,Current Employees,,31,0,2.2,1,3,,2,1,6812,19,3,0,2,3
E_1254,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,> 55,Pune,No,,Current Employees,,59,0,3.2,1,3,,2,4,5171,17,3,0,4,3
E_1255,Male,Bachelor's Degree,Life Sciences,Research Director,R & D,35-44,Mumbai,No,,Current Employees,,43,0,2.6,1,3,,1,4,19740,14,3,0,2,3
E_1256,Male,Associates Degree,Medical,Manager,R & D,45-55,Delhi,No,,Current Employees,,49,0,2.6,1,1,,2,3,18711,13,3,0,3,4
E_1257,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,35-44,Banglore,No,,Current Employees,,36,0,2.6,1,3,,3,2,3692,12,3,0,3,2
E_1258,Male,Associates Degree,Technical Degree,Laboratory Technician,R & D,45-55,Hydrabad,No,,Current Employees,,48,0,3,1,4,,4,2,2559,11,3,0,3,2
E_1259,Male,Associates Degree,Life Sciences,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,27,0,2.4,1,1,,3,3,2517,11,3,0,2,3
E_1260,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,25-34,Pune,No,,Current Employees,,29,0,3,1,3,,3,4,6623,11,3,0,2,3
